Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre
The Beths,2025-11-27,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Pop
Toronto Jazz Fest Presents A Holly Jolly Jill Barber Christmas,2025-11-27,Jane Mallett Theatre,27 Front Street East,43.64703840,-79.37545850,Music,Jazz,Jazz
Randy Feltface,2025-11-27,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Arts & Theatre,Miscellaneous,Miscellaneous
Randy Feltface,2025-11-27,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Arts & Theatre,Miscellaneous,Miscellaneous
Rogers Centre Tour,2025-11-27,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Portugal. The Man - The Denali Tour,2025-11-27,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
"Krisiun, Abysmal Dawn, Pyrexia",2025-11-27,The Garrison,1197 Dundas Street West,43.649130,-79.422350,Music,Metal,Death Metal/Black Metal
康姆士COM'Z,2025-11-27,The Horseshoe Tavern,370 Queen Street West,43.649110,-79.395880,Music,Rock,Indie Rock
Band of Skulls,2025-11-27,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Rock
Casa Loma - Wreaths Workshop,2025-11-27,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,N/A,N/A
Jose Mari Chan,2025-11-28,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,World,World
Ron James - The View From Here,2025-11-28,Bluma Appel Theatre,27 Front Street East,43.64703840,-79.37545850,Arts & Theatre,Comedy,Comedy
Shoresy Fall Classic,2025-11-28,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Arts & Theatre,Theatre,Comedy
Chris Lake: Chemistry Album Tour,2025-11-28,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Dance/Electronic,Witchstep
Billie Marten,2025-11-28,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Folk,Indie Folk
The Beths,2025-11-28,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Pop
ZULAN,2025-11-28,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Dance/Electronic,Witchstep
Disney's The Muppet Christmas Carol in Concert,2025-11-28,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Theatre,Miscellaneous
We Will Rock You,2025-11-28,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Chris Lake: CHEMISTRY ALBUM TOUR,2025-11-28,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Rogers Centre Tour,2025-11-28,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
TMU Bold vs Guelph (Men's Hockey),2025-11-28,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold vs Laurentian (Men's & Women's Basketball),2025-11-28,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
This Never Happened,2025-11-28,CODA,794 Bathurst Street,43.665374,-79.411540,Music,Dance/Electronic,Dance/Electronic
MUZZ,2025-11-28,NOIR (inside REBEL),11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Dubstep
Nick Mulvey,2025-11-28,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Rock,Indie Rock
The Dears with Special Guests,2025-11-28,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Indie Rock
Toronto Operetta Theatre: Viva La Zarzuela,2025-11-29,Edward Jackman Centre,"947 Queen Street East, 2nd Floor",46.66084700,-79.33964300,Arts & Theatre,Opera,Opera
Chris Lake: [CHEMISTRY] Album Tour,2025-11-29,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Dance/Electronic,Witchstep
54-40,2025-11-29,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Alternative Rock
Mendelssohn's Reformation,2025-11-29,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Classical,Symphonic
Disney's The Muppet Christmas Carol in Concert,2025-11-29,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Theatre,Miscellaneous
Wing Night (The Band),2025-11-29,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,R&B,R&B
Gowan,2025-11-29,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Rock,Pop
MYD (LIVE),2025-11-29,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Dance/Electronic,Witchstep
We Will Rock You,2025-11-29,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Rogers Centre Tour,2025-11-29,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Sceptres Home Game 1,2025-11-29,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157242999999762,N/A,N/A,N/A
Chris Lake: CHEMISTRY ALBUM TOUR,2025-11-29,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
TMU Bold vs Queen's (Women's Hockey),2025-11-29,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold vs Waterloo (Men's Hockey),2025-11-29,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold vs Nipissing (Men's & Women's Basketball),2025-11-29,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
The Lizards 12 Anniversary,2025-11-29,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Rock
Sam Divine,2025-11-29,CODA,794 Bathurst Street,43.665374,-79.411540,Music,Dance/Electronic,House
GOVERNOR DOUGLAS - Celebrating 10 years,2025-11-29,Under the Neon Palms at the El Mocambo,464 Spadina Avenue,43.657580,-79.400200,Music,Other,N/A
Casa Loma - Wreaths Workshop,2025-11-29,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,N/A,N/A
CA Test,2025-11-30,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-11-30,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Rogers Centre Tour,2025-11-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Casa Loma - Wreaths Workshop,2025-11-30,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,N/A,N/A
Casa Loma General Admission,2025-11-17,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-05,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-15,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-13,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-03,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-07,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-21,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-04,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-06,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-25,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-22,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-14,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-01,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-24,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-20,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-02,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-18,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-23,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-12,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-19,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-16,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-11-08,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Dale Elliott Jr,2025-11-23,Queen Elizabeth Theatre - Toronto,210 Princes Boulevard,0,0,Undefined,N/A,N/A
Geoffrey Asmus,2025-11-21,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Geoffrey Asmus,2025-11-22,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Geoffrey Asmus,2025-11-22,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Geoffrey Asmus,2025-11-21,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Austin Nasso,2025-11-07,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Ahren Belisle,2025-11-21,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Austin Nasso,2025-11-08,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Ahren Belisle,2025-11-22,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Austin Nasso,2025-11-08,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Cindy Lee,2025-11-06,Massey Hall,178 Victoria Street,0,0,Undefined,N/A,N/A
Kyohei Sorita Concert 2025,2025-11-12,Japanese Canadian Cultural Centre,6 Sakura Way (formerly Garamond Court),43.792780,-79.413190,Undefined,N/A,N/A
Ben Bankas,2025-11-15,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Undefined,N/A,N/A
Toronto Raptors vs. Portland Trail Blazers,2025-12-02,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Los Angeles Lakers,2025-12-04,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Charlotte Hornets,2025-12-05,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Golden State Warriors,2025-12-28,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Orlando Magic,2025-12-29,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Montreal Canadiens,2025-12-06,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Raptors vs. Boston Celtics,2025-12-07,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Tampa Bay Lightning,2025-12-08,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v San Jose Sharks,2025-12-11,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Edmonton Oilers,2025-12-13,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Chicago Blackhawks,2025-12-16,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Raptors vs. Boston Celtics,2025-12-20,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Pittsburgh Penguins,2025-12-23,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Ottawa Senators,2025-12-27,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v New Jersey Devils,2025-12-30,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
TMU Bold Men's Hockey - 2025-26 Season Pass,2025-10-02,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold Women's Volleyball - 2025-26 Season Pass,2025-10-23,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Volleyball,Volleyball
TMU Bold Men's Volleyball - 2025-26 Season Pass,2025-10-23,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Volleyball,Volleyball
TMU Bold Women's Hockey - 2025-26 Season Pass,2025-10-24,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold Women's Basketball - 2025-26 Season Pass,2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
TMU Bold Men's Basketball - 2025-26 Season Pass,2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
Yung Gravy: Voluptuous Voyage Tour,2025-11-30,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
Elisapie,2025-11-30,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Alternative Rock
2024 Secondary Member,2025-11-30,TIFF Memberships,350 King Street West,N/A,N/A,N/A,N/A,N/A
Budweiser Stage Season Seats,2025-11-30,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Yung Gravy: Voluptuous Voyage Tour,2025-11-30,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Host Fee For Fevo,2025-11-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Lemonheads,2025-11-30,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Alternative,Alternative Rock
Set It Off: The Self Titled Tour,2025-12-01,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Pop,Pop
CA Test,2025-12-01,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
Rogers Centre Tour,2025-12-01,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
2025-26 Raptor Upgrade Test,2025-12-01,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Sam Greenfield,2025-12-01,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643000,-79.422160,Music,Jazz,Fusion
Raekwon & Mobb Deep - 30th Anniversary Tour,2025-12-02,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
Marina Satti - Pop Tour,2025-12-02,The Drake Hotel,1150 Queen Street West,43.64310780,-79.42464570,Music,Pop,Pop
DAMIANO DAVID,2025-12-02,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,Rock,Pop
CA Test,2025-12-02,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-12-02,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Raekwon & Mobb Deep,2025-12-02,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Toronto Raptors vs Portland Trail Blazers,2025-12-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Portland Trail Blazers,2025-12-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Portland Trail Blazers,2025-12-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-12-02,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
PVRIS: White Noise 10 Year Anniversary Tour,2025-12-03,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Rock,Alternative Rock
CA Test,2025-12-03,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-12-03,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
We Will Rock You,2025-12-03,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
24kGoldn,2025-12-03,The Drake Underground,1150 Queen St W,0,0,Music,Other,Other
The Heavy Heavy,2025-12-03,Horseshoe Tavern - Canada,370 Queen Street West,0,0,Music,Other,Other
PVRIS,2025-12-03,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Rogers Centre Tour,2025-12-03,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
24KGOLDN - ICARUS Tour,2025-12-03,Drake Underground,1150 Queen St. West,43.643290,-79.424630,Music,Hip-Hop/Rap,Hip-Hop/Rap
The Heavy Heavy,2025-12-03,The Horseshoe Tavern,370 Queen Street West,43.649110,-79.395880,Music,Rock,Rock
Jerry Leger,2025-12-03,The Great Hall,1087 Queen Street W.,43.643360,-79.422060,Music,Folk,Folk Rock
Cleopatrick,2025-12-04,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Rock,Pop
Neil Degrasse Tyson - This Just In: Latest Discoveries in the Universe,2025-12-04,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Miscellaneous,Family,Other
Mike Rita,2025-12-04,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Arts & Theatre,Comedy,Comedy
A a | a B : B E N D,2025-12-04,Bluma Appel Theatre,27 Front Street East,43.64703840,-79.37545850,Arts & Theatre,Dance,Dance
Rejjie Snow,2025-12-04,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Hip-Hop/Rap,French Rap
CA Test,2025-12-04,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-12-04,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Toronto Raptors vs Los Angeles Lakers,2025-12-04,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Sceptres Home Game 2,2025-12-04,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.4157242999999762,N/A,N/A,N/A
Cleopatrick,2025-12-04,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Toronto Raptors vs Los Angeles Lakers,2025-12-04,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Los Angeles Lakers,2025-12-04,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-12-04,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
NOBRO - DOOM TOWN,2025-12-04,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Punk
Casa Loma - Wreaths Workshop,2025-12-04,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,N/A,N/A
Jessie Reyez - Paid In Memories Tour,2025-12-05,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,R&B,R&B
Xaviersobased - The Riverside Tour,2025-12-05,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Hip-Hop/Rap,French Rap
Notion,2025-12-05,131 McCormack Street,131 McCormack Street,N/A,N/A,Music,Dance/Electronic,Witchstep
"The Tea Party, Headstones & Finger Eleven",2025-12-05,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,Rock,Alternative Rock
Justin Willman: One For The Ages Tour,2025-12-05,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Arts & Theatre,Magic & Illusion,Magic
Spoons,2025-12-05,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Rock,Pop
A a | a B : B E N D,2025-12-05,Bluma Appel Theatre,27 Front Street East,43.64703840,-79.37545850,Arts & Theatre,Dance,Dance
Stars,2025-12-05,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Pop
Papa Roach - Rise of the Roach Tour,2025-12-05,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,Rock,Alternative Rock
SZA - SOS Tour,2025-12-05,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Music,R&B,R&B
CA Test,2025-12-05,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-12-05,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Raptors 905 vs Capital City Go-Go,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Charlotte Hornets,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Charlotte Hornets,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Charlotte Hornets,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-12-05,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
KOMPANY - NEMESIS TOUR,2025-12-05,NOIR (inside REBEL),11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,Dance/Electronic
John 00 Fleming (All Night Long),2025-12-05,Ozmozis,10 Wellspring Lane,43.664765,-79.381871,Music,Dance/Electronic,Trance
Lowest Of The Low,2025-12-05,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Pop
TRIVECTA,2025-12-05,DPRTMNT,473 Adelaide St W,43.646470,-79.396890,Music,Dance/Electronic,Dubstep
Born Ruffians 8th annual Shondi Festoon,2025-12-05,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Alternative,Alternative Rock
Jessie Reyez - Paid In Memories Tour,2025-12-06,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,R&B,R&B
Justin Willman: One For The Ages Tour,2025-12-06,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Arts & Theatre,Magic & Illusion,Magic
Justin Willman: One For The Ages Tour,2025-12-06,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Arts & Theatre,Magic & Illusion,Magic
Ripe and Allen Stone -  The Get Sweet Tour,2025-12-06,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Rock,Pop
Our Lady Peace,2025-12-06,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,Rock,Alternative Rock
The Trews with Terra Lightfoot,2025-12-06,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Alternative Rock
A Charlie Brown Christmas - Live at the Symphony!,2025-12-06,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Theatre,Musical
A Charlie Brown Christmas - Live at the Symphony!,2025-12-06,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Theatre,Musical
A a | a B : B E N D,2025-12-06,Bluma Appel Theatre,27 Front Street East,43.64703840,-79.37545850,Arts & Theatre,Dance,Dance
Toronto Marlies v Grand Rapids Griffins,2025-12-06,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Sports,Hockey,AHL
CA Test,2025-12-06,Buddies In Bad Times Theatre,12 Alexander St.,43.66320420,-79.38245770,N/A,N/A,N/A
We Will Rock You,2025-12-06,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
We Will Rock You,2025-12-06,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Toronto Maple Leafs vs Montreal Canadiens,2025-12-06,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Maple Leafs vs Montreal Canadiens,2025-12-06,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-12-06,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Maple Leafs vs Montreal Canadiens,2025-12-06,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Ripe and Allen Stone - The Get Sweet Tour,2025-12-06,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
CATTLE DECAPITATION NO FEAR FOR TOMORROW NORTH AMERICAN TOUR 2025,2025-12-06,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Rock,Grindcore
RITUAL T.O.,2025-12-06,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Metal
Julianna Riolino,2025-12-06,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Folk,Americana
