Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",King Room,10.8 miles from downtown,,$134,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Yorkville Condo near STK,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",One-Bedroom Apartment with Garden View,1.4 miles from downtown,Free airport taxi,$177,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"BISHA, a Luxury Collection Hotel, Toronto","Entertainment District, Toronto (Entertainment District)",The Nina King Room with City View,0.7 miles from downtown,,$320,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,0.6 miles from downtown,Free airport taxi,$523,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,3 BR House in Toronto Downtown,Toronto,Apartment,3 miles from downtown,Free airport taxi,$305,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,New custom-built house in Toronto,"North York, Toronto",Three-Bedroom House,6.3 miles from downtown,Free airport taxi,$309,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Central Downtown 1 and Den w 3 beds Sleeps 4 by UofT,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment,0.9 miles from downtown,Free airport taxi,$182,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Carlton House,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,1.3 miles from downtown,,$129,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Bedroom in Corso Italia Neighborhood,Toronto,Apartment,4.1 miles from downtown,,$114,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,Free airport taxi,$600,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,The Broadview Hotel,Toronto,King Room,1.7 miles from downtown,Free airport taxi,$327,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Metropolis Loft - CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,Free airport taxi,$194,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,Free airport taxi,$249,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Modern 1BD Apartment with Balcony DT Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,0.9 miles from downtown,Late Escape Deal,$179,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Tom home,Toronto,Double Room with Shared Toilet,5 miles from downtown,,$59,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Unbeatable Lake View 1bd & den in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,Late Escape Deal,$179,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"CN Tower View with Free Parking, Pool, Gym, Free Skating, and More","Downtown Toronto, Toronto",One-Bedroom Apartment,1.5 miles from downtown,Free airport taxi,$260,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Mins from Toronto Downtown UFT Exhibition Place,Toronto,Two-Bedroom Apartment,2.9 miles from downtown,Free airport taxi,$257,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Private Rooms in House in North York Shared Kitchen,"North York, Toronto",Double Room with Shared Bathroom,10.4 miles from downtown,,$60,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Entire Unit - Steps From History - 5 Mins To Beaches,"The Beaches, Toronto (The Beaches)",Three-Bedroom House,3.7 miles from downtown,Free airport taxi,$202,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Relax in East York Space Share,Toronto,Bungalow,3.5 miles from downtown,,$125,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,SkySide Downtown Condo - Free Parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.5 miles from downtown,Free airport taxi,$226,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"The Ritz-Carlton, Toronto","Entertainment District, Toronto (Entertainment District)",Lake Ontario View Room - 2 Queen beds,0.5 miles from downtown,,$556,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Toronto Bloor & Yonge Luxury Condo,"The Village, Toronto (The Village)",One-Bedroom Apartment,1 miles from downtown,Free airport taxi,$193,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Simple & Tidy Private Rooms,"Scarborough, Toronto",Standard Double Room with Shared Bathroom,11 miles from downtown,,$71,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Woodbine Warehouse Apartment,"The Danforth, Toronto (The Danforth)",One-Bedroom Apartment,4.5 miles from downtown,Free airport taxi,$192,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Idlewood Inn,"Scarborough, Toronto",Suite,11.9 miles from downtown,,$90,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,SoHo Residences Toronto,"Entertainment District, Toronto (Entertainment District)",Studio Apartment,0.7 miles from downtown,Free airport taxi,$341,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Village at York U,"North York, Toronto",Deluxe Room,9.8 miles from downtown,,$91,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"Luxury Private Suite with own entrance, private bath","North York, Toronto",One-Bedroom Apartment,6.7 miles from downtown,,$116,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,132 Chatham ave,Toronto,One-Bedroom Apartment,3 miles from downtown,,$123,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Lilen's Home,"Scarborough, Toronto",Family Room with Private Bathroom,8.2 miles from downtown,Free airport taxi,$181,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Comfort Home Toronto,"Scarborough, Toronto",Standard Queen Room,8.5 miles from downtown,,$90,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Magnificient View next CN Tower/Rogers/Union/MTCC,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Free airport taxi,$232,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,The Charming Downtown Stop,"The Village, Toronto (The Village)",One-Bedroom Apartment,0.9 miles from downtown,Free airport taxi,$194,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Urban 2BDRM Steps to College and Bathurst!,"Downtown Toronto, Toronto",Two-Bedroom Apartment with Balcony,1.4 miles from downtown,Free airport taxi,$200,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Toronto Downtown Luxurious Stylish 3 Bedroom 3 Bath 2 Balconies near Rogers Centre lakeview condo,"Downtown Toronto, Toronto",Apartment with Balcony,1.1 miles from downtown,Free airport taxi,$504,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,"Newly updated 2BR, 2Bath & Den in Downtown Toronto beside Union Station & Scotia Bank Arena!","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment with Balcony,0.7 miles from downtown,Free airport taxi,$396,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,A Stunning Chalet Style Home,"Etobicoke, Toronto",Deluxe Quadruple Room,11.9 miles from downtown,,$104,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Immaculate Executive Townhouse 3Br&3Ba at Lawrence Park,"North York, Toronto",Three-Bedroom Townhouse,4.9 miles from downtown,Free airport taxi,$373,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Beautiful Lower level 2 bedroom aprt,Toronto,Two-Bedroom Apartment,4 miles from downtown,,$154,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Toronto Central Stay Living Bloor,"Downtown Toronto, Toronto",Triple Room with View,0.4 miles from downtown,,$118,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Toronto GREAT Located,Toronto,Double Room,3.2 miles from downtown,,$116,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Luxury Renovated House in Prime Location with Parking,"North York, Toronto",Three-Bedroom Apartment,9.9 miles from downtown,Free airport taxi,$324,,,,,,,,,
2025-10-02,booking.com,2.0,2025-10-10,2025-10-13,Luxury Suites at Military Trail,"Scarborough, Toronto",Deluxe Queen Room,13.7 miles from downtown,,$140,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"Downtown Toronto Condo, Free indoor parking with amazing view","Downtown Toronto, Toronto",Two-Bedroom Apartment,1.2 miles from downtown,Limited-time Deal,$412,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Sonder by Marriott Bonvoy Artesa Apartments West Queen West,Toronto,One-Bedroom Apartment with Queen Bed,2.4 miles from downtown,,$219,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.6 miles from downtown,,$209,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",Queen Room,0.3 miles from downtown,,$212,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Queen Room,0.5 miles from downtown,,$137,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Sheraton Toronto Airport Hotel & Conference Centre,"Etobicoke, Toronto","Traditional, Guest room, 2 Queen",10.5 miles from downtown,,$187,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1 miles from downtown,,$115,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,B Hotel,Toronto,Suite with City View,2.7 miles from downtown,,$143,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard Double Room with Two Double Beds,0.7 miles from downtown,,$168,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",Queen Room with 2 Queen Beds - Non Smoking,0.9 miles from downtown,,$300,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Beautiful Townhouse In Toronto,"Scarborough, Toronto",Four-Bedroom Apartment,6.6 miles from downtown,,$155,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,The Parkdale Hostellerie,Toronto,Queen Room with Shared Bathroom,2.6 miles from downtown,,$66,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,,$100,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Town Inn Suites Hotel,"The Village, Toronto (The Village)",King Room,1.2 miles from downtown,Late Escape Deal,$208,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Union Hotel,"Financial District, Toronto (Financial District)",Queen Room,0.4 miles from downtown,,$275,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,King Room with King Bed - Non-Smoking,11 miles from downtown,,$127,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Studio,1.3 miles from downtown,,$77,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Chic Toronto Suite,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$145,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Business Queen Room - Non Smoking,9 miles from downtown,,$104,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room with Two Double Beds,5.7 miles from downtown,,$121,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Comfy Front Wellington Suites CN Tower Rogers Centre & Free Parking,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,,$181,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,11 miles from downtown,,$146,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,13 miles from downtown,,$159,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"The Westin Harbour Castle, Toronto","The Harbourfront, Toronto (The Harbourfront)","Guest room, 1 King, Lake view",0.8 miles from downtown,,$270,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Modern Private Room Private Bathroom with King Bed with TV and Optional Balcony 10 minutes to Rogers Stadium Midtown Downtown Toronto,"North York, Toronto",Triple Room with Private Bathroom,7.5 miles from downtown,,$97,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,,$121,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,8.6 miles from downtown,,$148,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Toronto Travellers Home,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,,$83,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Smoking,9.7 miles from downtown,,$103,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Luxury Spacious 3 Bedrooms Trinity Bellwoods,Toronto,Apartment,2.2 miles from downtown,,$278,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Dragon Gate Inn,"Downtown Toronto, Toronto",Standard Studio (2 Adults),1.3 miles from downtown,,$105,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Executive Room in Toronto next to Yorkdale shopping centre,Toronto,Deluxe Family Room,5.6 miles from downtown,,$75,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Studio,0.3 miles from downtown,,$218,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 2 Queen beds",0.1 miles from downtown,,$216,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,,$128,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,,$209,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium King,11.9 miles from downtown,,$103,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Twin Room,0.8 miles from downtown,,$143,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Medium size room for 2,"Downtown Toronto, Toronto",Family Room,1.3 miles from downtown,,$90,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,The Rex Hotel Jazz & Blues Bar,"Downtown Toronto, Toronto (Queen West)",Basic Room with Double Bed and Shared Bathroom,0.3 miles from downtown,,$104,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,CN Tower Lake view 2 bedrooms DOWNTOWN- Free Parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Water View,0.7 miles from downtown,,$209,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Hotel Victoria,"Financial District, Toronto (Financial District)",Business Queen Room,0.3 miles from downtown,,$215,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Apartment in Downtown Toronto,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.1 miles from downtown,,$149,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Pantages Hotel Toronto Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)",City King Room,0.2 miles from downtown,,$200,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,,$250,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room with Two Queen Beds,11.2 miles from downtown,,$150,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"Designer 1BR Suite with CN Tower, Skyline view","Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,0.1 miles from downtown,,$229,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,,$275,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,0.6 miles from downtown,Late Escape Deal,$236,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Luxury Home - Upper Toronto Beaches,Toronto,Vacation Home,3.7 miles from downtown,Late Escape Deal,$373,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,8.2 miles from downtown,,$89,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",King or Queen Room,1.5 miles from downtown,,$193,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Luxurious Suite in Yorkville,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.4 miles from downtown,,$196,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Chic 1BDR Loft with Office Space-Heart of Toronto,"Fashion District, Toronto (Fashion District)",Apartment,1 miles from downtown,,$226,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,King Room,2 miles from downtown,,$258,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,9mins airport 1 min to shopping mall,"Etobicoke, Toronto",Small Double Room,9.6 miles from downtown,,$45,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Upgraded Classic Room,0.5 miles from downtown,,$344,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Delta Hotels by Marriott Toronto,"Entertainment District, Toronto (Entertainment District)",King Room,0.7 miles from downtown,,$322,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Hotel Ocho,"Downtown Toronto, Toronto",Standard Queen Room,0.7 miles from downtown,,$182,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,The Omni King Edward Hotel,"Old Town Toronto, Toronto (Old Town Toronto)",Premier Room - 1 King Bed,0.3 miles from downtown,,$354,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"Large Downtown 2Br condo with Parking steps to Eaton Centre, UofT and SickKids","Downtown Toronto, Toronto",Two-Bedroom Apartment,0.6 miles from downtown,,$242,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,RivetStays - The Jarvis,"Downtown Toronto, Toronto",Superior Suite,0.5 miles from downtown,,$175,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,12.5 miles from downtown,,$57,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,10.3 miles from downtown,,$115,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4 miles from downtown,,$348,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,0.2 miles from downtown,,$196,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,,$203,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-13,2025-10-15,Luxury condo on CN TOWER,"Entertainment District, Toronto (Entertainment District)",Apartment,0.7 miles from downtown,,$344,,,,,,,,,
